0.55117,60,9,2,0,1,0,Mon,8.866666667,55,0
0.35379,74,9,11,0,3,0,Thu,16.9,60,0
0.39547,71,10,8,0,5,0,Thu,16.78333333,68,0
0.36608,30,10,14,0,1,0,Fri,19.43333333,63,0
0.53191,50,10,5,0,0,0,Sat,16.05,58,0
0.69734,70,10,10,0,4,0,Thu,16.15,70,0
0.55166,71,10,8,0,5,1,Fri,8.466666667,63,0
0.35379,61,10,4,0,0,0,Wed,8.816666667,54,0
0.43617,63,10,4,0,5,1,Sat,3,59,0
0.54976,68,10,12,0,5,0,Sat,16.3,69,0
0.46099,63,10,13,0,4,0,Mon,8.1,54,0
0.39991,87,8,5,0.01,6,3,Thu,9.116666667,60,0
0.43559,36,10,5,0,0,0,Sat,10.31666667,69,0
0.43617,64,9,8,0,2,0,Wed,17.11666667,62,0
0.35379,69,10,2,0,1,0,Wed,9.75,51,0
0.39547,85,8,12,0.25,8,2,Fri,15.83333333,56,0
0.35379,92,9,11,0.23,8,2,Fri,17.05,54,0
0.35379,75,10,4,0.01,5,1,Thu,16.13333333,64,0
0.55166,41,10,4,0,1,0,Wed,19.83333333,67,0
0.69734,80,10,9,0,3,0,Mon,13.53333333,55,0
0.43746,71,10,7,0,5,0,Thu,10.35,63,0
0.55166,80,10,8,0,5,0,Tue,18.61666667,55,0
0.65663,66,10,12,0,5,0,Wed,17.28333333,64,0
0.40089,67,10,9,0,4,0,Thu,17.1,62,0
0.48189,64,10,16,0,1,0,Tue,10.01666667,62,0
0.55166,64,10,16,0,1,0,Tue,18.06666667,62,0
0.38632,68,10,4,0,2,1,Tue,19.85,58,0
0.55166,69,9,1,0,5,0,Wed,20.91666667,55,0
0.67032,65,9,2,0,5,0,Tue,7.483333333,55,0
0.39991,71,10,9,0,2,0,Fri,9.016666667,65,0
0.47853,65,10,9,0,3,0,Mon,8.116666667,71,0
0.38632,53,10,11,0,0,0,Thu,15.35,62,0
0.55166,76,10,9,0,5,0,Fri,18.2,64,0
0.36608,78,9,11,0,7,0,Mon,16.68333333,58,0
0.43746,66,10,9,0,4,0,Mon,10.1,69,0
0.48189,71,10,9,0,3,0,Fri,17.56666667,56,0
0.451,71,9,9,0,0,0,Fri,8.033333333,65,0
0.43738,43,10,5,0,1,0,Tue,13.68333333,74,0
0.43746,72,10,5,0.02,5,2,Wed,9.266666667,58,0
0.55117,68,10,11,0,4,0,Tue,8.633333333,60,0
0.40203,57,10,9,0,0,0,Wed,7.916666667,62,0
0.46099,72,9,12,0,6,0,Wed,8.783333333,51,0
0.39991,60,10,3,0,1,0,Wed,13.88333333,48,0
0.47853,71,9,9,0,0,0,Fri,7.733333333,65,0
0.79628,74,7,4,0,7,0,Fri,16.06666667,55,0
0.79628,67,10,10,0,4,0,Wed,9.133333333,68,0
0.43617,73,10,12,0,6,0,Fri,17.45,67,0
0.55166,60,10,4,0,0,0,Fri,7.116666667,57,0
0.40089,69,10,10,0,0,0,Wed,16.41666667,70,0
0.54976,56,10,4,0.11,7,2,Wed,6.733333333,61,0
0.43617,53,10,8,0,0,0,Fri,17.11666667,75,0
0.55117,74,10,9,0,4,0,Fri,13.8,61,0
0.46099,72,10,14,0,6,0,Wed,9.966666667,65,0
0.47853,53,10,11,0,0,0,Thu,17.26666667,62,0
0.38632,83,10,7,0.08,7,2,Sat,16.88333333,59,0
0.46099,56,8,5,0,3,0,Sat,8.583333333,75,0
0.55839,85,8,14,1.09,8,2,Mon,9.166666667,53,0
0.7246,64,10,17,0,4,0,Mon,19.16666667,61,0
0.55166,79,10,5,0,4,0,Wed,8.1,57,0
0.39547,76,9,3,0,5,0,Tue,15.21666667,57,0
0.43617,59,10,8,0,1,0,Mon,15.01666667,72,0
0.55166,57,10,4,0,0,0,Thu,20.55,56,0
0.46099,63,10,7,0,0,0,Thu,8.333333333,68,0
0.39547,82,5,10,0,5,1,Tue,7.933333333,56,0
0.47853,73,10,13,0,6,0,Tue,8.883333333,67,0
0.54976,74,10,11,0,5,0,Thu,17.73333333,68,0
0.37521,70,10,6,0,3,0,Tue,9.916666667,67,0
0.35379,68,10,9,0,5,0,Wed,18.93333333,68,0
0.54976,73,9,10,0,5,0,Mon,7.35,59,0
0.43559,65,10,6,0,1,0,Mon,12.6,58,0
0.43746,65,10,4,0,5,0,Fri,16.85,62,0
0.38202,69,9,10,0,4,0,Tue,10.76666667,67,0
0.65663,66,10,11,0,2,0,Sat,17.65,69,0
0.55166,86,10,6,0.11,7,3,Sat,11.98333333,62,0
0.38202,52,10,12,0,2,0,Thu,18.9,53,0
0.35379,48,10,13,0,1,0,Tue,19.81666667,57,0
0.39991,55,10,5,0,1,0,Tue,7.633333333,57,0
0.55166,71,10,8,0,5,0,Thu,17.58333333,68,0
0.7246,66,9,5,0,1,0,Wed,7.166666667,68,0
0.69734,48,10,13,0,1,0,Tue,8.75,57,0
0.54976,61,10,5,0,1,0,Thu,6.283333333,62,0
0.37521,64,10,4,0,6,0,Tue,17.9,57,0
0.43617,65,8,13,0.74,8,2,Fri,20.25,59,0
0.47853,64,10,8,0,1,0,Tue,8.366666667,61,0
0.43617,71,10,9,0,5,0,Thu,18.65,66,0
0.40203,83,7,3,0,6,1,Sat,17.18333333,54,0
0.46099,52,10,10,0,0,0,Thu,6.366666667,59,0
0.451,71,10,10,0,5,0,Wed,15.16666667,68,0
0.7246,63,10,5,0,4,0,Mon,7.066666667,55,0
0.55839,69,10,10,0,4,0,Fri,16.56666667,69,0
0.67032,63,10,4,0,1,0,Wed,17.03333333,64,0
0.55117,64,10,10,0.01,5,2,Tue,9.683333333,70,0
0.39547,73,9,10,0,5,0,Mon,16.26666667,59,0
0.48277,72,10,11,0,5,0,Tue,18.28333333,57,0
0.55117,67,9,10,0,1,0,Mon,8.116666667,68,0
0.39991,72,8,15,0.52,6,2,Tue,8.333333333,55,0
0.38632,78,7,3,0,3,0,Wed,9.233333333,49,0
0.43746,64,10,3,0,1,0,Sat,14.96666667,57,0
0.39991,76,10,11,0,6,0,Thu,6.766666667,67,0
0.67032,92,7,6,0,6,1,Wed,17.6,51,0
0.55166,65,10,8,0.01,4,2,Wed,7.4,55,0
0.451,73,10,10,0,6,0,Wed,9.733333333,60,0
0.38202,80,10,9,0,6,0,Fri,20.58333333,61,0
0.43617,86,6,2,0,2,1,Tue,19.35,52,0
0.451,64,10,6,0,2,0,Sat,22.08333333,65,0
0.7246,70,10,9,0,2,0,Thu,18.01666667,61,0
0.47853,66,10,10,0,6,0,Tue,19.45,68,0
0.53191,74,10,16,0,3,0,Mon,8.966666667,65,0
0.38202,70,10,10,0,6,0,Fri,10.11666667,65,0
0.54976,66,9,11,0,6,0,Wed,11.3,69,0
0.69734,73,10,10,0,5,0,Tue,8.1,64,0
0.38202,53,10,5,0,2,0,Wed,9.566666667,73,0
0.451,71,10,10,0,6,0,Mon,9.366666667,67,0
0.47853,64,10,4,0,6,0,Tue,15.81666667,57,0
0.43559,72,10,13,0,7,0,Sun,8.6,59,0
0.35379,69,10,10,0,4,0,Fri,13.75,69,0
0.39547,52,10,10,0,0,0,Thu,8.7,59,0
0.43746,64,10,6,0,2,0,Thu,13.35,60,0
0.39991,66,10,5,0,6,0,Sat,13.86666667,66,0
0.55839,60,10,7,0,1,0,Tue,8.766666667,60,0
0.79628,71,9,8,0,4,0,Fri,12.41666667,66,0
0.67032,73,10,7,0,5,0,Thu,18.53333333,65,0
0.38202,90,8,7,0.64,8,2,Thu,17.6,50,0
0.36222,68,10,11,0,5,0,Mon,17.83333333,69,0
0.67032,69,10,9,0,5,0,Wed,20.16666667,68,0
0.55166,69,10,13,0,5,0,Fri,17.85,67,0
0.53191,61,10,8,0,4,0,Thu,7.833333333,64,0
0.54102,40,10,11,0,1,0,Tue,19.46666667,61,0
0.36612,69,10,8,0,3,0,Wed,17.21666667,67,0
0.46099,73,10,11,0,6,0,Sat,9.55,66,0
